"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 24, 2016","17.850","18.080","18.080","18.080","0.11K","1.85"
"Oct 23, 2016","17.525","17.538","17.538","17.490","0","-1.22"
"Oct 21, 2016","17.742","17.745","17.745","17.745","0.06K","-0.32"
"Oct 20, 2016","17.799","17.915","17.920","17.775","0.07K","-0.66"
"Oct 19, 2016","17.918","18.030","18.030","17.920","0.17K","0.50"
"Oct 18, 2016","17.828","17.835","17.835","17.830","0.43K","0.59"
"Oct 17, 2016","17.724","17.695","17.695","17.695","0.01K","1.50"
"Oct 16, 2016","17.462","17.450","17.468","17.413","0","-1.29"
"Oct 14, 2016","17.690","17.750","17.750","17.750","0.14K","-0.09"
"Oct 13, 2016","17.706","17.725","17.725","17.725","0.09K","-0.26"
"Oct 12, 2016","17.752","17.755","17.770","17.740","0.27K","-0.03"
"Oct 11, 2016","17.758","17.915","17.945","17.810","0.08K","-0.85"
"Oct 10, 2016","17.911","17.955","17.955","17.915","0.06K","1.12"
"Oct 09, 2016","17.712","17.572","17.742","17.572","0","0.48"
"Oct 07, 2016","17.627","17.500","17.735","17.430","0.08K","0.20"
"Oct 06, 2016","17.591","17.735","17.735","17.455","0.09K","-1.96"
"Oct 05, 2016","17.943","18.100","18.100","17.890","0.46K","-0.45"
"Oct 04, 2016","18.024","18.820","18.820","18.200","0.16K","-5.77"
"Oct 03, 2016","19.128","19.315","19.315","19.035","0.08K","-0.47"
"Oct 02, 2016","19.218","19.227","19.260","19.160","0","-1.32"
"Sep 30, 2016","19.476","19.440","19.495","19.440","0.05K","0.12"
"Sep 29, 2016","19.452","19.530","19.530","19.530","0.06K","0.35"
"Sep 28, 2016","19.385","19.365","19.385","19.350","0.32K","-0.22"
"Sep 27, 2016","19.427","19.685","19.685","19.665","0.05K","-2.16"
"Sep 26, 2016","19.855","19.900","19.935","19.855","0.24K","0.37"
"Sep 25, 2016","19.782","19.740","19.803","19.740","0","-1.36"
"Sep 23, 2016","20.055","20.085","20.160","20.085","0.16K","-1.42"
"Sep 22, 2016","20.343","20.175","20.265","20.030","0.07K","2.01"
"Sep 21, 2016","19.942","19.850","20.080","19.850","0.02K","2.20"
"Sep 20, 2016","19.513","19.530","19.530","19.505","0.03K","-0.07"
"Sep 19, 2016","19.526","19.485","19.485","19.485","0.06K","3.41"
"Sep 18, 2016","18.883","18.845","18.918","18.840","0","-1.12"
"Sep 16, 2016","19.097","19.000","19.010","18.995","0.13K","-0.61"
"Sep 15, 2016","19.214","19.215","19.320","19.155","0.01K","-0.13"
"Sep 14, 2016","19.239","19.275","19.275","19.240","0.13K","0.15"
"Sep 13, 2016","19.210","19.370","19.370","19.180","0.04K","-0.13"
"Sep 12, 2016","19.235","19.200","19.200","19.200","0.10K","0.41"
"Sep 11, 2016","19.157","19.113","19.220","19.113","0","-2.30"
"Sep 09, 2016","19.607","19.765","19.765","19.765","0.03K","-1.56"
"Sep 08, 2016","19.917","20.175","20.180","19.915","0.04K","-0.85"
"Sep 07, 2016","20.087","20.305","20.330","20.305","0.03K","-1.43"
"Sep 06, 2016","20.378","19.775","19.775","19.775","0.23K","3.79"
"Sep 05, 2016","19.633","19.453","19.652","19.380","0","0.96"
"Sep 04, 2016","19.447","19.470","19.498","19.428","0","-0.79"
"Sep 02, 2016","19.602","19.560","19.560","19.560","0.02K","2.21"
"Sep 01, 2016","19.179","18.985","18.985","18.985","0.06K","1.24"
"Aug 31, 2016","18.945","18.940","18.940","18.940","0.00K","0.16"
"Aug 30, 2016","18.914","18.910","18.910","18.910","0.00K","-0.97"
"Aug 29, 2016","19.100","18.820","18.820","18.820","0.00K","3.02"
"Aug 28, 2016","18.540","18.620","18.620","18.520","0","-2.37"
"","","","","","",""
"","Highest:20.330","Lowest:15.145","Difference:5.185","Average:17.442","Change %:-10.258"
